id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,strat_label
45648,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men Basic Brief 1 White Briefs,Briefs
33949,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black & White Striped Polo T-shirt,Tshirts
43312,Women,Apparel,Topwear,Sweaters,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sweater,Sweaters
10671,Boys,Apparel,Bottomwear,Shorts,Green,Fall,2011.0,Casual,Doodle Boy Army  Green Shorts,Shorts
12150,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurtis,Kurtis
56934,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Flats,Heels
50778,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Clarks Men Navy Leather Sneakers,Casual Shoes
10471,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Flying Machine Men Chrysanthemum Red Tshirts,Tshirts
2371,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Semi Casual Brown Shoe,Casual Shoes
41793,Women,Apparel,Topwear,Tunics,Peach,Summer,2012.0,Casual,Remanika Women Dark Peach Tunic,Tunics
20276,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats,Heels
39920,Unisex,Accessories,Bags,Laptop Bag,Brown,Fall,2012.0,Casual,Tortoise Unisex Brown Ipad Bag,Laptop Bag
37757,Men,Apparel,Topwear,Shirts,White,Summer,2013.0,Casual,John Players Men White & Blue Striped Shirt,Shirts
57968,Women,Apparel,Saree,Sarees,Rust,Fall,2012.0,Ethnic,Prafful Rust Sari,Sarees
56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Jeans,Jeans
36420,Men,Footwear,Sandal,Sandals,Grey,Summer,2012.0,Casual,Spinn Men Aura Grey Sandals,Sandals
49652,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Mineral Women Blue Top,Tops
2164,Men,Apparel,Topwear,Shirts,Purple,Spring,2011.0,Casual,Probase Men Stripe Purple Shirt,Shirts
23489,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,FILA Men Forza 11 Black Sports Shoes,Sports Shoes
40264,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Striped T-shirt,Tshirts
28295,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,Fastrack Women White Sunglasses,Sunglasses
54878,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012.0,Casual,Ivory Tag Women Earthy Crust White Necklace,Necklace and Chains
27731,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,Handbags
19732,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple Shirt,Shirts
10704,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Organic Pretty Black Houston Steel Watches,Watches
21758,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Fossil Men Johnston Rev Brown Belt,Belts
43588,Girls,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast White Capris,Capris
10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Ess Pink Polo Tshirts,Tshirts
43673,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,ONLY Women Blue Jacket,Jackets
37706,Women,Accessories,Belts,Belts,Blue,Summer,2012.0,Casual,Wills Lifestyle Women Leather Blue Belt,Belts
47025,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Shree Women Red & Black Kurta,Kurtas
44907,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black and Green Striped Polo neck T-shirt,Tshirts
47326,Women,Accessories,Bags,Handbags,Olive,Fall,2012.0,Casual,Baggit Women Olive Green Handbag,Handbags
16801,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Highlander Men Solid Olive Trouser,Trousers
14200,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,AND Women Solid Black Tops,Tops
52558,Women,Accessories,Bags,Clutches,Purple,Summer,2012.0,Casual,Mod'acc Women Purple Coin Purse,Clutches
19357,Women,Apparel,Innerwear,Briefs,White,Summer,2017.0,Casual,Beyouty Women B01 Combo3 Fashion  Low-Rise Pack of 3 Breifs,Briefs
52254,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Crusoe Men Grey Boxer Briefs,Briefs
7102,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015.0,Casual,Wildcraft Unisex Orange & Grey Backpack,Backpacks
42096,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Grey  Polo T-shirt,Tshirts
4332,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Puma Men's Graffiti Blue Black Orange Shoe,Sports Shoes
51647,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Dial Chronograph Watch FS4703,Watches
5574,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Tennis Classic White Black Shoe,Sports Shoes
46862,Men,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,Socks
38465,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Sling Bag,Handbags
10646,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Athlethic Red Tshirts,Tshirts
26495,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Shinjuku Black T-shirt,Tshirts
19092,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Gathered Design Pink Kurta,Kurtas
26633,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Future Cat M2 White Casual Shoes,Casual Shoes
37854,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Hidekraft Women Blue Handbag,Handbags
17485,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men DLS Slam White Sports Shoe,Sports Shoes
4128,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Basic Low Black Shoe,Casual Shoes
18174,Girls,Apparel,Dress,Dresses,Lavender,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Lavender Dress,Dresses
8907,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women Vesta Runner Wns White Sports Shoes,Sports Shoes
6163,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,ADIDAS Men's Tread Flip Flop,Flip Flops
25170,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Dark Brown Handbag,Handbags
59435,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Arrow Men Black Formal Shoes,Formal Shoes
10101,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Island Explorer Black Sports Shoes,Sports Shoes
13358,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Femmes Brown Casual Shoes,Casual Shoes
22147,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men Black Formal Shoes,Formal Shoes
55848,Women,Personal Care,Nails,Nail Polish,Peach,Spring,2017.0,Casual,Colorbar Pro Peach Rose Nail Lacquer 047,Nail Polish
21260,Unisex,Accessories,Bags,Backpacks,Brown,Fall,2011.0,Casual,Skybags Unisex Brown Backpack,Backpacks
22684,Unisex,Accessories,Bags,Duffel Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Duffel Bag,Duffel Bag
31824,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch,Watches
41517,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Basics Men Sunglasses,Sunglasses
17678,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Buckel Blue Flats,Heels
44549,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals
55872,Women,Personal Care,Nails,Nail Polish,Peach,Spring,2017.0,Casual,Colorbar Hearts & Tarts 2 Nail Lacquer 80V,Nail Polish
19632,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Tshirt,Tshirts
44523,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Coolers Men Brown Sandals,Sandals
37939,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Mineral Women Black Tunic,Tunics
5905,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Women's Imani Fade Black Shoe,Casual Shoes
30117,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Men Printed White T-shirt,Tshirts
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Mother Earth Women Pink Kurta,Kurtas
9106,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Forever New Women Brown Top,Tops
20930,Women,Accessories,Bags,Handbags,Red,Winter,2016.0,Casual,Fastrack Women Red Sling Bag,Handbags
44565,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals
26049,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Miller Men Striped Navy Blue Shirt,Shirts
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mark Taylor Men Printed Yellow T-shirt,Tshirts
39017,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A625 ,Watches
13714,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Proline Black Sleeveless Sweater,Sweaters
8345,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Spectral Black Sports Shoes,Sports Shoes
57376,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women White Pack of 2 Briefs PFCL02,Briefs
12108,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,W Women Printed Pink Kurtis,Kurtis
19310,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Lunarglide+ 3 White Sports Shoe,Sports Shoes
20940,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Women Spring Black Flip Flops,Flip Flops
8979,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Driving Power Lo SF Black Sports Shoes,Sports Shoes
52370,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Nightdress
10851,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Wrangler Men Applique Polo Brown T-Shirts,Tshirts
9289,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Indian Terrain Men Houston White Tshirts,Tshirts
54872,Women,Accessories,Jewellery,Necklace and Chains,Turquoise Blue,Fall,2012.0,Casual,Ivory Tag Women Charming Turquiose and Yellow Necklace,Necklace and Chains
39281,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Slippers,Sandals
16058,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Highlander Men Solid Khaki Trouser,Trousers
58693,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,ALayna Women Rust Kurta,Kurtas
50977,Women,Apparel,Innerwear,Bra,Beige,Summer,2017.0,Casual,Enamor Sand Coloured Lift Bra DB75,Bra
55657,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Wedges,Heels
12762,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,Jeans
39560,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,Heels
1938,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Puma Men's Jamaica Jam Blues T-shirt,Tshirts
8777,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Price catch Blue Shirts,Shirts
26493,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Tyrel White T-shirt,Tshirts
9530,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Coolfitted White T-Shirts,Tshirts
10294,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Clarks Men Feeling Good Leather Brown Formal Shoes,Formal Shoes
34788,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Higgins Black Shoes,Casual Shoes
27939,Women,Apparel,Bottomwear,Jeans,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Magic Colour Jeans,Jeans
31577,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mark Taylor Men Printed Charcoal T-shirt,Tshirts
19127,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Lotto Men Straight Navy Blue Slippers,Flip Flops
3142,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's Music Till Death Black T-shirt,Tshirts
7189,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Rinse Wash Blue Jegging,Jeans
50489,Men,Apparel,Innerwear,Trunk,Charcoal,Winter,2016.0,Casual,Chromozome Men Charcoal Trunk Trunks,Trunk
5134,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011.0,Casual,Wrangler Women's Folk Side Print Peach T-shirt,Tshirts
10220,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Mary Pink Handbags,Handbags
57820,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top,Tops
23318,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Purple Kurta,Kurtas
15764,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016.0,Casual,Facit Men Hunk Blue Innerwear Vest,Innerwear Vests
30745,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Ajrakh Kurta,Kurtas
7216,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Evander Brown Shoe,Formal Shoes
16976,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Black Lo Funpack Shoes,Casual Shoes
9676,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men HT Drir G Ls Navy Blue Tshirts,Tshirts
23226,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Aneri Women Komal Brown Kurta,Kurtas
48455,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,Tshirts
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts,Shirts
46277,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,109F Red & White A-Line Dress,Dresses
31080,Women,Accessories,Stoles,Stoles,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Stole,Stoles
45171,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Chronograph Watch A573,Watches
5931,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Derby White Shoe,Casual Shoes
18903,Unisex,Accessories,Gloves,Gloves,Black,Summer,2011.0,Casual,ADIDAS Originals Unisex AC Striped Black Gloves,Gloves
9152,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Jealous 21 Women Purple Blue Shirt,Shirts
27534,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,Shirts
47425,Women,Accessories,Wallets,Wallets,Blue,Summer,2012.0,Casual,Baggit Women Blue Wallet,Wallets
22921,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Women Blue Dial Watch 9911PP03,Watches
44929,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Jack & Jones Men Black T-shirt,Tshirts
37422,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Office Black Handbag,Handbags
10763,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Trainng Blue T-shirt,Tshirts
33232,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Formal,Arrow Men Striped Blue Shirt,Shirts
41314,Women,Apparel,Bottomwear,Leggings,Black,Fall,2012.0,Casual,Aurelia Women Black Leggings,Leggings
44808,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Spykar Women Blue Printed T-shirt,Tshirts
11706,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Lee Men Check Yellow Shirts,Shirts
34091,Girls,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Doodle Girls Printed Grey Top,Tops
48159,Women,Accessories,Wallets,Wallets,Silver,Winter,2016.0,Casual,Fossil Women Silver Wallet,Wallets
23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Neo Low Black Casual Shoes,Casual Shoes
46606,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,Casual Shoes
34524,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Sandals
24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Skinny Fit Blue Jeans,Jeans
44220,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Nike Men Navy Blue Iniesta Football T-shirt,Tshirts
44285,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,FCUK Underwear Men Black & White Trunks,Trunk
51827,Women,Apparel,Innerwear,Bra,Grey,Summer,2016.0,Casual,Bwitch Grey Bra,Bra
43327,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,United Colors of Benetton Women Green T-shirt,Tshirts
34228,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple T-shirt,Tshirts
19368,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Redtape Men Candy Grey Casual Shoes,Casual Shoes
51721,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS234-C1,Sunglasses
25546,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men Rugged Goods White T-shirt,Tshirts
35939,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Skinny Blue Jeans,Jeans
22644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,Nike Men Solid Navy Blue Shorts,Shorts
34427,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Rock Ur World Blue T-shirt,Tshirts
5534,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Retaliate Grey White Shoe,Sports Shoes
57090,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Navy Blue Skirt,Skirts
59020,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Carlton London Women Brown Heels,Heels
19372,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Redtape Men Brown Formal Shoes,Formal Shoes
53660,Women,Accessories,Bags,Handbags,Coffee Brown,Summer,2012.0,Casual,Kiara Women Coffee Brown Handbags,Handbags
40680,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Lee Men Red Brad T-shirt,Tshirts
16011,Men,Accessories,Scarves,Scarves,Black,Fall,2011.0,Casual,Turtle Check Men Black Scarf,Scarves
57706,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Lotus Herbals Maxlash Botanical Mascara,Mascara
15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Rockport Men LLandro Red Casual Shoes,Casual Shoes
54129,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats,Heels
19425,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Shirt,Shirts
49861,Unisex,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Unisex Yellow Digital Watch,Watches
7511,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Women Be Strong Navy Blue Pant,Track Pants
31413,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Spykar Men Grey Sporty Innerwear Vest,Innerwear Vests
51982,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2012.0,Casual,Inaya Women Bright Pink Nightdress,Nightdress
44555,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Coolers Men Brown Sandals,Sandals
51570,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Watch,Watches
32589,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Only  Women Black Shorts,Shorts
35174,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015.0,Casual,Wildcraft Unisex Black Printed Laptop Backpack,Backpacks
50435,Men,Apparel,Innerwear,Innerwear Vests,White,Winter,2016.0,Casual,Chromozome Men White Pack of 2 Innervests,Innerwear Vests
44563,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals
18489,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Coupe Black Sandals,Sandals
33066,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red Check Shirt,Shirts
38315,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Puma Women Dazzle Medium Hobo Grey Bag,Handbags
32001,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Playboy Men Navy Blue Socks,Socks
49943,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Hanes Men Grey Innerwear Vest,Innerwear Vests
12652,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts,Tshirts
59264,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Watch,Watches
28191,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men Aviator Black Sunglasses,Sunglasses
21551,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Kiara Women Small Pocket Pink Handbag,Handbags
57413,Women,Apparel,Innerwear,Briefs,Burgundy,Winter,2015.0,Casual,Amante Women Burgundy Net Bikini Briefs PGTC01,Briefs
13236,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,Shorts
13170,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Skechers Men Berra Brown Casual Shoes,Casual Shoes
29940,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Police Men Grey Dial Watch PL12963JS-61,Watches
2330,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Run Black T-shirt,Tshirts
35448,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top,Tops
4873,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Levis Kids Boy's Danio Grey Kidswear,Tshirts
30908,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Ethnic,Fabindia Women Red Mangalgiri Top,Tops
28885,Women,Apparel,Innerwear,Briefs,Brown,Summer,2012.0,Casual,Enamor Women Brown Low-Rise Bikini Brief,Briefs
14769,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Stripes Blue Shirts,Shirts
59280,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Titan Women Blue Dial Watch N9769SM01,Watches
2024,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,ADIDAS Mens Fitted Red T-shirt,Tshirts
50615,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Melange Briefs,Briefs
11354,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Lee Men Mickey Blue Powell Fit Jeans,Jeans
2505,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men's Casual Black Shoe,Casual Shoes
24157,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Green Kurta,Kurtas
21167,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top,Tops
53103,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,Earrings
44458,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Sandals,Heels
47362,Women,Accessories,Bags,Clutches,Grey,Summer,2012.0,Casual,Baggit Women Grey Clutch,Clutches
14506,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,Casual Shoes
47049,Women,Apparel,Bottomwear,Salwar,Purple,Fall,2012.0,Ethnic,Shree Women Red & Blue Jodhpuri Salwar,Salwar
39229,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Petal Black Shirt,Shirts
53145,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Sandals,Heels
59797,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,United Colors of Benetton Men White T-shirt,Tshirts
23895,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Fila Men Corvette Olive Sandals,Sandals
18971,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top,Tops
50326,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women White Printed Kurta,Kurtas
47692,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Murcia Women Olive Handbag,Handbags
22542,Men,Footwear,Shoes,Sports Shoes,White,Fall,2009.0,Sports,Lotto  Kids-Boy Jumper  White Sports Shoes,Sports Shoes
37973,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Brown Quay Point Mahogany Leather Shoes,Casual Shoes
18549,Women,Footwear,Shoes,Flats,Purple,Winter,2015.0,Casual,Catwalk Women  Purple Casual Shoes,Flats
43203,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Grey Dial Watch,Watches
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch,Free Gifts
